no,type,id,lokalitas,nama,nama_perusahaan,nama_tampil_badan_hukum,nomor_pb_umku,nomor_tanda_daftar,qr_code,sektor,sistem_elektronik_id,status_id,tanggal_daftar,tanggal_terbit,website,links,
3491,tdpseTerbit,2167,LOKAL,Vinmo,PT PT Vinmo Digital Indonesia,PT,,001445.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2167,"Sektor Keuangan, Sektor Teknologi Informasi dan Komunikasi",3788,TERDAFTAR,10/26/2021,10/26/2021,vinmo.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2167,
3492,tdpseTerbit,2166,LOKAL,E-learn Erlangga,PT PT Penerbit Buku Erlangga Mahameru,PT,,001444.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2166,Sektor Teknologi Informasi dan Komunikasi,3049,TERDAFTAR,10/26/2021,10/26/2021,https://elearn.erlanggaonline.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2166,
3493,tdpseTerbit,2165,LOKAL,IndiHome,PT PERUSAHAAN PERSEROAN (PERSERO) PT. TELEKOMUNIKASI INDONESIA,PT,,001331.05/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2165,Sektor Teknologi Informasi dan Komunikasi,1316,TERDAFTAR,10/26/2021,10/26/2021,www.indihome.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2165,
3494,tdpseTerbit,2164,LOKAL,SmartBisnis,PT PERUSAHAAN PERSEROAN (PERSERO) PT. TELEKOMUNIKASI INDONESIA,PT,,001331.04/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2164,Sektor Teknologi Informasi dan Komunikasi,1315,TERDAFTAR,10/26/2021,10/26/2021,www.smartbisnis.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2164,
3495,tdpseTerbit,2163,LOKAL,Telkom Digital Solution,PT PERUSAHAAN PERSEROAN (PERSERO) PT. TELEKOMUNIKASI INDONESIA,PT,,001331.03/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2163,Sektor Teknologi Informasi dan Komunikasi,1314,TERDAFTAR,10/26/2021,10/26/2021,www.telkomdigitalsolution.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2163,
3496,tdpseTerbit,2162,LOKAL,SimInvest,PT SINARMAS SEKURITAS,PT,,001443.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2162,Sektor Keuangan,1510,TERDAFTAR,10/26/2021,10/26/2021,https://siminvest.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2162,
3497,tdpseTerbit,2161,LOKAL,Tokomaid,PT PT Aplikasi Solusi Anak Bangsa,PT,,001442.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2161,Sektor Teknologi Informasi dan Komunikasi,3047,TERDAFTAR,10/26/2021,10/26/2021,www.tokomaid.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2161,
3498,tdpseTerbit,2160,LOKAL,Zipay,PT PT. Max Interactives Technologies,PT,,001441.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2160,Sektor Keuangan,3046,TERDAFTAR,10/26/2021,10/26/2021,zipay.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2160,
3499,tdpseTerbit,2159,LOKAL,WB,PT asdf,PT,,001440.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2159,Sektor Keuangan,3045,TERDAFTAR,10/26/2021,10/26/2021,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2159,
3500,tdpseTerbit,2158,LOKAL,SMARTX Expert Analyzer Software for Trading,PT SIMBIOTIK MULTITALENTA INDONESIA,PT,,000280.03/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2158,Sektor Teknologi Informasi dan Komunikasi,109,TERDAFTAR,10/26/2021,10/26/2021,ptsmi.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2158,
3501,tdpseTerbit,2157,LOKAL,Importir.id,PT EDRUS STRATEGI DIGITAL,PT,,000640.03/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2157,Sektor Perdagangan,3292,TERDAFTAR,10/26/2021,10/26/2021,Importir.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2157,
3502,tdpseTerbit,2156,LOKAL,OctiFi,PT OCTIFI GROUP INDONESIA,PT,,001403.02/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2156,Sektor Teknologi Informasi dan Komunikasi,771,TERDAFTAR,10/26/2021,10/26/2021,www.octifi.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2156,
3503,tdpseTerbit,2155,LOKAL,Website Perusahaan,PT INSATEK MAJU BERSAMA,PT,,001439.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2155,"Sektor Energi dan Sumber Daya Mineral, Sektor Kesehatan, Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",3044,TERDAFTAR,10/26/2021,10/26/2021,www.insatek.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2155,
3504,tdpseTerbit,2154,LOKAL,Website Poin,PT PT Allo Bank Indonesia Tbk,PT,,001435.07/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2154,Sektor Keuangan,3342,TERDAFTAR,10/26/2021,10/26/2021,https://uaticpmms.ctcorpmpc.com:18083/#/login,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2154,
3505,tdpseTerbit,2153,LOKAL,ALLO BANK OLLA,PT PT Allo Bank Indonesia Tbk,PT,,001435.06/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2153,Sektor Keuangan,3341,TERDAFTAR,10/26/2021,10/26/2021,api.whatsapp.com/send/?phone=%2B6282208224110&text&app_absent=0,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2153,
3506,tdpseTerbit,2152,LOKAL,ALLO EXPLORE,PT PT Allo Bank Indonesia Tbk,PT,,001435.05/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2152,Sektor Keuangan,3340,TERDAFTAR,10/26/2021,10/26/2021,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2152,
3507,tdpseTerbit,2151,LOKAL,ALLO BANK VPN,PT PT Allo Bank Indonesia Tbk,PT,,001435.04/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2151,Sektor Keuangan,3339,TERDAFTAR,10/26/2021,10/26/2021,https://vpn.allobank.com/,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2151,
3508,tdpseTerbit,2150,LOKAL,ALLO BANK ALLO APP,PT PT Allo Bank Indonesia Tbk,PT,,001435.03/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2150,Sektor Keuangan,3338,TERDAFTAR,10/26/2021,10/26/2021,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2150,
3509,tdpseTerbit,2149,LOKAL,OperBisnis,PT OPER BISNIS INDONESIA,PT,,001438.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2149,Sektor Teknologi Informasi dan Komunikasi,1533,TERDAFTAR,10/26/2021,10/26/2021,www.operbisnis.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2149,
3510,tdpseTerbit,2148,LOKAL,ALLO BANK EMAIL,PT PT Allo Bank Indonesia Tbk,PT,,001435.02/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2148,"Sektor Keuangan, Sektor Teknologi Informasi dan Komunikasi",3337,TERDAFTAR,10/26/2021,10/26/2021,https://mail.allobank.com/,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2148,
3511,tdpseTerbit,2147,LOKAL,VeloceTrax,PT VELOCE INDONESIA JAYA,PT,,001342.02/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2147,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",1455,TERDAFTAR,10/26/2021,10/26/2021,www.velocetrax.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2147,
3512,tdpseTerbit,2146,LOKAL,Lamudi Indonesia,PT LAMUDI CLASSIFIEDS INDONESIA,PT,,001437.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2146,Sektor Perdagangan,1175,TERDAFTAR,10/26/2021,10/26/2021,www.lamudi.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2146,
3513,tdpseTerbit,2145,LOKAL,Intan Online,PT INTAN PARIWARA,PT,,001436.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2145,Sektor Perdagangan,3415,TERDAFTAR,10/26/2021,10/26/2021,siplah.intanonline.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2145,
3514,tdpseTerbit,2144,LOKAL,ALLO BANK WEB,PT PT Allo Bank Indonesia Tbk,PT,,001435.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2144,Sektor Keuangan,3336,TERDAFTAR,10/26/2021,10/26/2021,http://www.allobank.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2144,
3515,tdpseTerbit,2143,LOKAL,AnugrahPratama.com,CV CV. ANUGRAH PRATAMA,CV,,001434.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2143,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",3043,TERDAFTAR,10/26/2021,10/26/2021,www.anugrahpratama.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2143,
3516,tdpseTerbit,2142,LOKAL,PesantrenQu,PT SOLUSI INFOTECH SEMESTA INDONESIA,PT,,001303.02/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2142,"Sektor Keuangan, Sektor Teknologi Informasi dan Komunikasi",1457,TERDAFTAR,10/26/2021,10/26/2021,pesantrenqu.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2142,
3517,tdpseTerbit,2141,LOKAL,Jobsmaid,PT PT Aplikasi Digital Asisten,PT,,001433.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2141,Sektor Teknologi Informasi dan Komunikasi,3042,TERDAFTAR,10/26/2021,10/26/2021,www.jobsmaid.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2141,
3518,tdpseTerbit,2140,LOKAL,KlinikGo.com,PT PT Medika Nuswantara Digital,PT,,001401.02/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2140,Sektor Teknologi Informasi dan Komunikasi,3025,TERDAFTAR,10/26/2021,10/26/2021,www.klinikgo.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2140,
3519,tdpseTerbit,2139,LOKAL,Stucel,PT STUCEL MEDIA KREATIF,PT,,001352.02/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2139,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",1494,TERDAFTAR,10/26/2021,10/26/2021,stucel.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2139,
3520,tdpseTerbit,2138,LOKAL,KASISOLUSI,PT KASISOLUSI USAHA INDONESIA,PT,,001432.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2138,Sektor Perdagangan,1523,TERDAFTAR,10/26/2021,10/26/2021,www.kasisolusi.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2138,
3521,tdpseTerbit,2137,LOKAL,Platform Digital Logistik,PT PT.Icargo Digital Logistic,PT,,001408.02/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2137,"Sektor Teknologi Informasi dan Komunikasi, Sektor Transportasi",3029,TERDAFTAR,10/26/2021,10/26/2021,icargo.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2137,
3522,tdpseTerbit,2136,LOKAL,Moneta Pay,PT MONETA PEMBAYARAN TEKNOLOGI,PT,,001431.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2136,Sektor Keuangan,1481,TERDAFTAR,10/26/2021,10/26/2021,www.monetapay.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2136,
3523,tdpseTerbit,2135,LOKAL,spikoeresepkuno.com,CV CV. SRKFOODS,CV,,001430.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2135,Sektor Perdagangan,3041,TERDAFTAR,10/26/2021,10/26/2021,www.spikoeresepkuno.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2135,
3524,tdpseTerbit,2134,LOKAL,OSCARLIVING,PT PT. OSCAR MITRA SUKSES SEJAHTERA,PT,,001429.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2134,Sektor Perdagangan,3037,TERDAFTAR,10/26/2021,10/26/2021,www.oscarliving.go.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2134,
3525,tdpseTerbit,2133,LOKAL,NTB Mall,PT NTB MALL GEMILANG,PT,,001428.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2133,Sektor Perdagangan,1507,TERDAFTAR,10/26/2021,10/26/2021,http://ntbmall.com/,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2133,
3526,tdpseTerbit,2132,LOKAL,share2u,PT PT.HASBION SHARE INDONESIA,PT,,001427.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2132,Sektor Perdagangan,3040,TERDAFTAR,10/26/2021,10/26/2021,www.share2u.digital,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2132,
3527,tdpseTerbit,2131,LOKAL,99ninetynine,NINETYNINE DIGITAL NIAGA,,,001426.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2131,"Sektor Keuangan, Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi, Sektor Transportasi",3360,TERDAFTAR,10/26/2021,10/26/2021,99ninetynine.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2131,
3528,tdpseTerbit,2130,LOKAL,PT Top Karir Indonesia,PT PT Top Karir Indonesia,PT,,001425.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2130,Sektor Teknologi Informasi dan Komunikasi,3039,TERDAFTAR,10/26/2021,10/26/2021,https://www.topkarir.com/,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2130,
3529,tdpseTerbit,2129,LOKAL,Harrisma data citta,PT HARRISMA DATA CITTA,PT,,001424.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2129,Sektor Teknologi Informasi dan Komunikasi,256,TERDAFTAR,10/26/2021,10/26/2021,www.hdc.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2129,
3530,tdpseTerbit,2128,LOKAL,MANDITO,PT PT MANDITO DIGITAL TEKNOLOGI,PT,,001423.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2128,"Sektor Keuangan, Sektor Teknologi Informasi dan Komunikasi",3038,TERDAFTAR,10/26/2021,10/26/2021,www.whatsapp.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2128,
3531,tdpseTerbit,2127,LOKAL,PDaja.com,PT BANK SAHABAT SAMPOERNA,PT,,001422.02/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2127,Sektor Keuangan,3414,TERDAFTAR,10/26/2021,10/26/2021,https://pdaja.com/,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2127,
3532,tdpseTerbit,2126,LOKAL,PDaja.com,PT BANK SAHABAT SAMPOERNA,PT,,001422.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2126,Sektor Keuangan,3413,TERDAFTAR,10/26/2021,10/26/2021,https://pdaja.com/,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2126,
3533,tdpseTerbit,2125,LOKAL,company portal BTPN Syariah,PT BANK BTPN SYARIAH,PT,,001421.02/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2125,Sektor Keuangan,1480,TERDAFTAR,10/26/2021,10/26/2021,https://www.btpnsyariah.com/,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2125,
3534,tdpseTerbit,2124,LOKAL,Mobile Banking BTPN Syariah,PT BANK BTPN SYARIAH,PT,,001421.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2124,Sektor Keuangan,1479,TERDAFTAR,10/26/2021,10/26/2021,btpnsyariahmobile(appstrore/playstoreinstaller); https://webadmin-mbank.corp.btpns.com/ebanking-web/login; https://dashboard.btpnsyariah.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2124,
3535,tdpseTerbit,2123,LOKAL,Handyman Smart Home,PT PT Handyman Smarttech Indonesia,PT,,001420.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2123,Sektor Perdagangan,3036,TERDAFTAR,10/26/2021,10/26/2021,www.handyman-id.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2123,
3536,tdpseTerbit,2122,LOKAL,Pluang Emas,PT PLUANG EMAS SEJAHTERA,PT,,001419.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2122,Sektor Perdagangan,1536,TERDAFTAR,10/26/2021,10/26/2021,pluang-emas.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2122,
3537,tdpseTerbit,2121,LOKAL,Krasmart,PT Krakatau Information Techonolgy,PT,,001418.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2121,Sektor Perdagangan,3035,TERDAFTAR,10/26/2021,10/26/2021,www.krasmart.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2121,
3538,tdpseTerbit,2120,LOKAL,DANAMERDEKA,PT INTEKNO RAYA,PT,,001417.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2120,Sektor Keuangan,3399,TERDAFTAR,10/26/2021,10/26/2021,https://danamerdeka.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2120,
3539,tdpseTerbit,2119,LOKAL,MyIdScore,PT PT PEFINDO BIRO KREDIT,PT,,001416.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2119,Sektor Teknologi Informasi dan Komunikasi,3034,TERDAFTAR,10/26/2021,10/26/2021,myidscore.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2119,
3540,tdpseTerbit,2118,LOKAL,Sitoen,PT Sitoen Karya Abadi,PT,,001415.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2118,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",3033,TERDAFTAR,10/26/2021,10/26/2021,https://www.sitoen.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2118,
3541,tdpseTerbit,2117,LOKAL,ILAGAJAYA,PT ILAGAJAYA DIGITAL INDONESIA,PT,,001414.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2117,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",1509,TERDAFTAR,10/26/2021,10/26/2021,www.ilagajaya.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2117,
3542,tdpseTerbit,2116,LOKAL,Halodoc,PT MEDIA DOKTER INVESTAMA,PT,,001413.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2116,"Sektor Kesehatan, Sektor Teknologi Informasi dan Komunikasi",3398,TERDAFTAR,10/26/2021,10/26/2021,www.halodoc.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2116,
3543,tdpseTerbit,2115,LOKAL,Bluelink,PT HYUNDAI MOTORS INDONESIA,PT,,000635.03/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2115,Sektor Teknologi Informasi dan Komunikasi,2729,TERDAFTAR,10/26/2021,10/26/2021,-,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2115,
3544,tdpseTerbit,2114,LOKAL,PINJAMWINWIN,PT PT Progo Puncak Group,PT,,001412.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2114,Sektor Keuangan,3032,TERDAFTAR,10/26/2021,10/26/2021,pinjamwinwin.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2114,
3545,tdpseTerbit,2113,LOKAL,FITAja!,PT ASURANSI JIWA INHEALTH INDONESIA,PT,,001411.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2113,"Sektor Kesehatan, Sektor Perdagangan",1526,TERDAFTAR,10/26/2021,10/26/2021,WWW.MANDIRIINHEALTH.CO.ID,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2113,
3546,tdpseTerbit,2112,LOKAL,Able Remittance,PT PT ABLE REMITTANCE,PT,,001410.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2112,Sektor Keuangan,3031,TERDAFTAR,10/26/2021,10/26/2021,http://ablegroup.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2112,
3547,tdpseTerbit,2111,LOKAL,BINTANGO,PT PT STARGO DIGITAL INDONESIA,PT,,001409.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2111,Sektor Perdagangan,3030,TERDAFTAR,10/26/2021,10/26/2021,https://www.bintango.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2111,
3548,tdpseTerbit,2110,LOKAL,Platform Digital Logistik,PT PT.Icargo Digital Logistic,PT,,001408.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2110,"Sektor Teknologi Informasi dan Komunikasi, Sektor Transportasi",3028,TERDAFTAR,10/26/2021,10/26/2021,icargo.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2110,
3549,tdpseTerbit,2109,LOKAL,ATOZFURNITURE.CO.ID,PT RANTAI MAS MEBELINDO,PT,,001407.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2109,Sektor Perdagangan,1518,TERDAFTAR,10/26/2021,10/26/2021,ATOZFURNITURE.CO.ID,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2109,
3550,tdpseTerbit,2108,LOKAL,Faspay Payment Gateway,PT MEDIA INDONUSA,PT,,001406.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2108,Sektor Keuangan,1511,TERDAFTAR,10/26/2021,10/26/2021,faspay.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2108,
3551,tdpseTerbit,2107,LOKAL,opusb,PT PT BERCA HARDAYAPERKASA,PT,,001405.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2107,Sektor Teknologi Informasi dan Komunikasi,3027,TERDAFTAR,10/26/2021,10/26/2021,opusb.co.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2107,
3552,tdpseTerbit,2106,LOKAL,Bahana Link,PT PT Bahana TCW Investment Management,PT,,001404.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2106,Sektor Keuangan,3026,TERDAFTAR,10/26/2021,10/26/2021,https://link.bahanatcw.com/,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2106,
3553,tdpseTerbit,2105,LOKAL,iRecruit,PT ASURANSI JIWA GENERALI INDONESIA,PT,,000217.10/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2105,Sektor Keuangan,2694,TERDAFTAR,10/26/2021,10/26/2021,https://irecruit-wa.generali.co.id/#/,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2105,
3554,tdpseTerbit,2104,LOKAL,OctiFi,PT OCTIFI GROUP INDONESIA,PT,,001403.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2104,Sektor Teknologi Informasi dan Komunikasi,770,TERDAFTAR,10/26/2021,10/26/2021,www.octifi.id,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2104,
3555,tdpseTerbit,2103,LOKAL,iChoose,PT JASA ASIA GROUP,PT,,001402.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2103,"Sektor Perdagangan, Sektor Teknologi Informasi dan Komunikasi",3688,TERDAFTAR,10/26/2021,10/26/2021,https://www.ichooseasia.com/,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2103,
3556,tdpseTerbit,2102,LOKAL,KlinikGo.com,PT PT Medika Nuswantara Digital,PT,,001401.01/DJAI.PSE/10/2021,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/qr-code/2102,Sektor Kesehatan,3024,TERDAFTAR,10/26/2021,10/26/2021,www.klinikgo.com,http://pse.kominfo.go.id/api/v1/jsonapi/tdpse-terbit/2102,
